shipment_id,product_name,category,temperature_C,humidity_percent,safe_temp_low_C,safe_temp_mid_C,safe_temp_high_C,humidity_low_percent,humidity_mid_percent,humidity_high_percent,exposure_hours,ethylene_ppm,co2_ppm,nh3_ppm,h2s_ppm,temp_deviation,temp_deviation_degree_hr,cumulative_damage_index,humidity_deviation,temp_danger_flag,spoilage_probability,remaining_shelf_life_hours,risk_category,recommended_action,category_encoded,product_name_encoded,risk_encoded,action_encoded
SHP_6818,Grapes,fruit,17.01,74.53,0,1,2,90,92,95,12.77,11.57,2919.09,30.42,6.2,16.01,204.44770000000003,2.044477,-17.47,1,0.278,69,Low,Maintain cold chain,1,7,2,2
SHP_6819,Apple,fruit,23.48,45.91,0,2,4,85,90,95,23.95,0.21,1425.5,25.8,21.41,21.48,514.446,5.1444600000000005,-44.09,1,0.613,37,High,Prioritize delivery,1,0,1,3
SHP_6820,Potato,vegetable,20.17,43.84,10,12,15,85,90,92,4.97,19.23,1156.28,19.61,8.1,8.170000000000002,40.60490000000001,0.4060490000000001,-46.16,1,0.096,86,Low,Maintain cold chain,3,14,2,2
SHP_6821,Mango,fruit,22.46,82.0,12,14,16,80,85,90,21.29,11.67,4742.12,44.41,21.49,8.46,180.1134,1.8011340000000002,-3.0,1,0.187,78,Low,Maintain cold chain,1,8,2,2
SHP_6822,Onion,vegetable,23.94,55.4,10,12,15,70,75,80,11.24,36.05,880.43,36.22,18.33,11.940000000000001,134.2056,1.3420560000000001,-19.6,1,0.059,90,Low,Maintain cold chain,3,11,2,2
SHP_6823,Cabbage,vegetable,31.09,69.84,0,2,4,90,95,98,2.79,25.18,4824.88,4.6,3.15,29.09,81.1611,0.8116110000000001,-25.159999999999997,1,0.083,88,Low,Maintain cold chain,3,3,2,2
SHP_6824,Tomato,vegetable,23.54,66.0,10,12,14,85,90,92,6.04,14.43,3606.2,24.43,18.36,11.54,69.7016,0.697016,-24.0,1,0.148,81,Low,Maintain cold chain,3,15,2,2
SHP_6825,Chicken,meat,5.48,44.46,0,1,2,85,90,95,18.96,37.89,4229.62,15.59,28.76,4.48,84.94080000000001,0.849408,-45.54,1,0.104,86,Low,Maintain cold chain,2,5,2,2
SHP_6826,Butter,dairy,25.51,64.36,2,4,6,75,80,85,14.17,12.98,2227.39,23.42,3.71,21.51,304.79670000000004,3.0479670000000003,-15.64,1,0.341,63,Medium,Increase cooling,0,2,3,1
SHP_6827,Apple,fruit,10.16,90.55,0,2,4,85,90,95,4.81,14.13,777.94,37.96,8.85,8.16,39.2496,0.392496,0.5499999999999972,1,0.103,86,Low,Maintain cold chain,1,0,2,2
SHP_6828,Paneer,dairy,21.72,92.94,2,3,4,80,85,90,18.14,8.7,870.51,30.32,24.66,18.72,339.5808,3.395808,7.939999999999998,1,0.449,52,Medium,Increase cooling,0,13,3,1
SHP_6829,Orange,fruit,7.44,49.94,4,6,8,80,85,90,10.61,11.6,2868.16,31.25,2.17,1.4400000000000004,15.278400000000003,0.15278400000000003,-35.06,0,0.13,83,Low,Maintain cold chain,1,12,2,2
SHP_6830,Cabbage,vegetable,8.46,80.5,0,2,4,90,95,98,16.83,10.36,4717.11,20.35,15.92,6.460000000000001,108.7218,1.087218,-14.5,1,0.108,85,Low,Maintain cold chain,3,3,2,2
SHP_6831,Potato,vegetable,27.52,60.43,10,12,15,85,90,92,12.86,4.22,3375.31,33.36,7.82,15.52,199.5872,1.9958719999999999,-29.57,1,0.214,75,Low,Maintain cold chain,3,14,2,2
SHP_6832,Banana,fruit,12.18,76.59,13,14,16,80,85,90,16.02,7.15,2750.22,34.84,6.9,-1.8200000000000003,-29.156400000000005,0.29156400000000005,-8.409999999999997,0,0.02,94,Low,Maintain cold chain,1,1,2,2
SHP_6833,Milk,dairy,16.76,87.74,2,3,4,80,85,90,6.22,32.58,1516.82,40.21,12.4,13.760000000000002,85.58720000000001,0.8558720000000001,2.739999999999995,1,0.115,84,Low,Maintain cold chain,0,9,2,2
SHP_6834,Milk,dairy,12.4,49.24,2,3,4,80,85,90,12.08,34.63,1049.86,38.35,3.3,9.4,113.552,1.13552,-35.76,1,0.134,83,Low,Maintain cold chain,0,9,2,2
SHP_6835,Tomato,vegetable,20.16,94.73,10,12,14,85,90,92,3.1,2.94,2469.24,43.92,24.58,8.16,25.296000000000003,0.25296,4.730000000000004,1,0.074,88,Low,Maintain cold chain,3,15,2,2
SHP_6836,Onion,vegetable,12.83,73.6,10,12,15,70,75,80,8.39,11.4,1714.62,18.91,8.22,0.8300000000000001,6.963700000000001,0.069637,-1.4000000000000057,0,0.02,94,Low,Maintain cold chain,3,11,2,2
SHP_6837,Mango,fruit,19.01,59.51,12,14,16,80,85,90,14.38,15.17,2589.95,8.68,23.65,5.010000000000002,72.04380000000003,0.7204380000000004,-25.490000000000002,1,0.104,86,Low,Maintain cold chain,1,8,2,2
SHP_6838,Mutton,meat,15.75,53.65,0,1,2,85,90,95,13.27,36.97,465.2,0.72,5.5,14.75,195.7325,1.957325,-36.35,1,0.263,70,Low,Maintain cold chain,2,10,2,2
SHP_6839,Chicken,meat,27.27,93.06,0,1,2,85,90,95,2.15,30.02,2993.25,35.03,6.92,26.27,56.4805,0.564805,3.0600000000000023,1,0.039,92,Low,Maintain cold chain,2,5,2,2
SHP_6840,Chicken,meat,14.2,57.68,0,1,2,85,90,95,17.95,26.71,3905.96,29.09,1.92,13.2,236.93999999999997,2.3693999999999997,-32.32,1,0.261,70,Low,Maintain cold chain,2,5,2,2
SHP_6841,Onion,vegetable,21.34,51.94,10,12,15,70,75,80,11.48,11.46,2202.65,3.8,21.75,9.34,107.2232,1.072232,-23.060000000000002,1,0.097,86,Low,Maintain cold chain,3,11,2,2
SHP_6842,Cabbage,vegetable,3.56,59.07,0,2,4,90,95,98,5.88,16.61,4330.55,33.03,3.12,1.56,9.1728,0.091728,-35.93,0,0.02,94,Low,Maintain cold chain,3,3,2,2
SHP_6843,Butter,dairy,6.24,77.44,2,4,6,75,80,85,17.74,18.12,3552.83,8.64,16.51,2.24,39.7376,0.397376,-2.5600000000000023,1,0.057,90,Low,Maintain cold chain,0,2,2,2
SHP_6844,Fish,meat,13.56,91.03,0,1,2,85,90,95,20.39,37.47,1320.94,40.66,0.05,12.56,256.0984,2.5609840000000004,1.0300000000000011,1,0.311,66,Medium,Increase cooling,2,6,3,1
SHP_6845,Chicken,meat,17.39,58.02,0,1,2,85,90,95,6.9,30.74,789.47,19.14,3.94,16.39,113.09100000000001,1.13091,-31.979999999999997,1,0.11,85,Low,Maintain cold chain,2,5,2,2
SHP_6846,Fish,meat,20.35,67.66,0,1,2,85,90,95,4.02,15.74,3594.96,5.97,14.39,19.35,77.78699999999999,0.77787,-22.340000000000003,1,0.045,91,Low,Maintain cold chain,2,6,2,2
SHP_6847,Onion,vegetable,11.65,60.82,10,12,15,70,75,80,10.3,32.86,4669.73,12.15,18.9,-0.34999999999999964,-3.6049999999999964,0.036049999999999964,-14.18,0,0.02,94,Low,Maintain cold chain,3,11,2,2
SHP_6848,Paneer,dairy,3.71,86.34,2,3,4,80,85,90,16.16,39.3,4862.9,25.32,16.26,0.71,11.4736,0.11473599999999999,1.3400000000000034,0,0.02,94,Low,Maintain cold chain,0,13,2,2
SHP_6849,Paneer,dairy,3.67,60.56,2,3,4,80,85,90,19.78,26.48,2717.14,1.77,25.58,0.6699999999999999,13.2526,0.132526,-24.439999999999998,0,0.064,89,Low,Maintain cold chain,0,13,2,2
SHP_6850,Mango,fruit,45.11,41.44,12,14,16,80,85,90,4.43,23.43,2649.98,27.57,14.86,31.11,137.8173,1.3781729999999999,-43.56,1,0.147,81,Low,Maintain cold chain,1,8,2,2
SHP_6851,Tomato,vegetable,14.27,77.59,10,12,14,85,90,92,14.27,16.51,3536.27,48.25,2.41,2.2699999999999996,32.39289999999999,0.3239289999999999,-12.409999999999997,1,0.105,85,Low,Maintain cold chain,3,15,2,2
SHP_6852,Apple,fruit,13.49,87.87,0,2,4,85,90,95,18.87,1.59,4355.05,39.59,24.45,11.49,216.8163,2.1681630000000003,-2.1299999999999955,1,0.279,69,Low,Maintain cold chain,1,0,2,2
SHP_6853,Milk,dairy,27.96,42.86,2,3,4,80,85,90,1.94,21.57,2216.43,26.35,22.21,24.96,48.4224,0.48422400000000004,-42.14,1,0.065,89,Low,Maintain cold chain,0,9,2,2
SHP_6854,Butter,dairy,10.38,56.09,2,4,6,75,80,85,1.47,0.21,2187.18,37.86,24.68,6.380000000000001,9.3786,0.09378600000000001,-23.909999999999997,1,0.02,94,Low,Maintain cold chain,0,2,2,2
SHP_6855,Paneer,dairy,27.25,87.74,2,3,4,80,85,90,10.47,5.04,4831.3,46.09,17.98,24.25,253.8975,2.538975,2.739999999999995,1,0.327,64,Medium,Increase cooling,0,13,3,1
SHP_6856,Mango,fruit,12.29,64.98,12,14,16,80,85,90,8.76,7.6,2564.45,10.28,5.46,-1.7100000000000009,-14.979600000000007,0.14979600000000007,-20.019999999999996,0,0.023,93,Low,Maintain cold chain,1,8,2,2
SHP_6857,Onion,vegetable,33.72,41.61,10,12,15,70,75,80,17.24,28.64,1741.61,34.91,19.6,21.72,374.45279999999997,3.744528,-33.39,1,0.411,56,Medium,Increase cooling,3,11,3,1
SHP_6858,Cabbage,vegetable,6.26,57.16,0,2,4,90,95,98,22.04,16.05,2672.52,37.51,24.1,4.26,93.89039999999999,0.9389039999999998,-37.84,1,0.158,80,Low,Maintain cold chain,3,3,2,2
SHP_6859,Potato,vegetable,43.85,67.35,10,12,15,85,90,92,1.62,7.75,3892.78,6.28,12.55,31.85,51.59700000000001,0.51597,-22.650000000000006,1,0.071,89,Low,Maintain cold chain,3,14,2,2
SHP_6860,Fish,meat,1.51,78.05,0,1,2,85,90,95,16.32,39.27,1138.57,4.8,19.92,0.51,8.3232,0.083232,-11.950000000000003,0,0.02,94,Low,Maintain cold chain,2,6,2,2
SHP_6861,Butter,dairy,6.55,70.77,2,4,6,75,80,85,11.83,23.82,2830.88,2.14,20.44,2.55,30.1665,0.301665,-9.230000000000004,1,0.069,89,Low,Maintain cold chain,0,2,2,2
SHP_6862,Orange,fruit,11.43,91.46,4,6,8,80,85,90,5.21,20.19,2543.57,20.02,9.43,5.43,28.2903,0.28290299999999996,6.459999999999994,1,0.02,94,Low,Maintain cold chain,1,12,2,2
SHP_6863,Chicken,meat,19.21,85.15,0,1,2,85,90,95,10.44,17.95,2992.9,27.33,17.26,18.21,190.1124,1.901124,-4.849999999999994,1,0.191,77,Low,Maintain cold chain,2,5,2,2
SHP_6864,Cabbage,vegetable,3.52,74.62,0,2,4,90,95,98,18.85,9.78,3067.53,21.6,1.18,1.52,28.652,0.28652,-20.379999999999995,0,0.056,90,Low,Maintain cold chain,3,3,2,2
SHP_6865,Fish,meat,28.01,55.11,0,1,2,85,90,95,12.69,36.81,1618.62,49.83,13.89,27.01,342.75690000000003,3.427569,-34.89,1,0.343,63,Medium,Increase cooling,2,6,3,1
SHP_6866,Milk,dairy,10.24,44.19,2,3,4,80,85,90,6.01,4.45,2359.22,18.27,19.09,7.24,43.5124,0.435124,-40.81,1,0.02,94,Low,Maintain cold chain,0,9,2,2
SHP_6867,Mango,fruit,18.78,90.27,12,14,16,80,85,90,9.91,20.64,3231.55,1.98,16.77,4.780000000000001,47.36980000000001,0.4736980000000001,5.269999999999996,1,0.02,94,Low,Maintain cold chain,1,8,2,2
SHP_6868,Chicken,meat,5.47,90.83,0,1,2,85,90,95,5.7,30.71,3329.59,0.85,21.09,4.47,25.479,0.25479,0.8299999999999983,1,0.047,91,Low,Maintain cold chain,2,5,2,2
SHP_6869,Mutton,meat,-0.29,77.54,0,1,2,85,90,95,23.71,0.42,1761.26,25.85,10.0,-1.29,-30.585900000000002,0.30585900000000005,-12.459999999999994,0,0.042,91,Low,Maintain cold chain,2,10,2,2
SHP_6870,Milk,dairy,16.25,68.75,2,3,4,80,85,90,19.37,28.87,4228.46,12.68,22.62,13.25,256.65250000000003,2.5665250000000004,-16.25,1,0.315,65,Medium,Increase cooling,0,9,3,1
SHP_6871,Apple,fruit,13.54,47.08,0,2,4,85,90,95,20.41,0.15,3795.66,9.31,1.54,11.54,235.5314,2.355314,-42.92,1,0.313,65,Medium,Increase cooling,1,0,3,1
SHP_6872,Orange,fruit,6.49,59.07,4,6,8,80,85,90,4.2,5.31,2199.31,26.02,24.73,0.4900000000000002,2.058000000000001,0.02058000000000001,-25.93,0,0.02,94,Low,Maintain cold chain,1,12,2,2
SHP_6873,Fish,meat,25.78,89.64,0,1,2,85,90,95,2.35,8.71,3102.23,32.76,21.77,24.78,58.233000000000004,0.58233,-0.35999999999999943,1,0.089,87,Low,Maintain cold chain,2,6,2,2
SHP_6874,Banana,fruit,45.83,65.74,13,14,16,80,85,90,13.54,7.07,474.03,22.18,7.42,31.83,430.97819999999996,4.309781999999999,-19.260000000000005,1,0.589,39,High,Prioritize delivery,1,1,1,3
SHP_6875,Fish,meat,22.95,94.23,0,1,2,85,90,95,1.68,13.94,3627.44,12.52,9.1,21.95,36.876,0.36876,4.230000000000004,1,0.028,93,Low,Maintain cold chain,2,6,2,2
SHP_6876,Potato,vegetable,11.46,71.47,10,12,15,85,90,92,5.3,27.21,2279.97,1.28,0.68,-0.5399999999999991,-2.861999999999995,0.02861999999999995,-18.53,0,0.037,92,Low,Maintain cold chain,3,14,2,2
SHP_6877,Banana,fruit,20.13,86.16,13,14,16,80,85,90,10.25,23.95,2347.56,44.11,5.91,6.129999999999999,62.83249999999999,0.6283249999999999,1.1599999999999966,1,0.032,92,Low,Maintain cold chain,1,1,2,2
SHP_6878,Apple,fruit,7.44,71.09,0,2,4,85,90,95,11.92,7.04,2802.66,27.5,29.52,5.44,64.8448,0.648448,-18.909999999999997,1,0.049,91,Low,Maintain cold chain,1,0,2,2
SHP_6879,Banana,fruit,20.4,76.66,13,14,16,80,85,90,16.48,8.55,802.26,30.1,25.95,6.399999999999999,105.47199999999998,1.0547199999999999,-8.340000000000003,1,0.128,83,Low,Maintain cold chain,1,1,2,2
SHP_6880,Mutton,meat,6.35,64.35,0,1,2,85,90,95,3.76,5.68,3783.57,26.65,11.98,5.35,20.115999999999996,0.20115999999999995,-25.650000000000006,1,0.02,94,Low,Maintain cold chain,2,10,2,2
SHP_6881,Chicken,meat,6.24,53.27,0,1,2,85,90,95,17.16,17.12,3225.49,11.31,22.47,5.24,89.9184,0.8991840000000001,-36.73,1,0.236,73,Low,Maintain cold chain,2,5,2,2
SHP_6882,Onion,vegetable,37.82,87.39,10,12,15,70,75,80,11.66,7.82,3762.22,20.93,17.84,25.82,301.0612,3.010612,12.39,1,0.375,59,Medium,Increase cooling,3,11,3,1
SHP_6883,Apple,fruit,10.97,74.74,0,2,4,85,90,95,13.28,14.94,1870.69,49.0,12.97,8.97,119.1216,1.191216,-15.260000000000005,1,0.209,75,Low,Maintain cold chain,1,0,2,2
SHP_6884,Cabbage,vegetable,16.1,74.53,0,2,4,90,95,98,4.95,12.93,4055.02,30.38,9.51,14.100000000000001,69.79500000000002,0.6979500000000002,-20.47,1,0.101,86,Low,Maintain cold chain,3,3,2,2
SHP_6885,Tomato,vegetable,17.43,80.23,10,12,14,85,90,92,1.69,22.0,3441.25,7.92,23.61,5.43,9.176699999999999,0.09176699999999999,-9.769999999999996,1,0.02,94,Low,Maintain cold chain,3,15,2,2
SHP_6886,Banana,fruit,19.28,74.09,13,14,16,80,85,90,16.52,25.95,1588.77,44.02,19.84,5.280000000000001,87.22560000000001,0.8722560000000001,-10.909999999999997,1,0.092,87,Low,Maintain cold chain,1,1,2,2
SHP_6887,Milk,dairy,4.48,61.75,2,3,4,80,85,90,7.96,1.36,3007.86,16.96,13.45,1.4800000000000004,11.780800000000003,0.11780800000000002,-23.25,1,0.02,94,Low,Maintain cold chain,0,9,2,2
SHP_6888,Grapes,fruit,27.22,78.54,0,1,2,90,92,95,7.49,11.92,2277.92,35.52,23.3,26.22,196.3878,1.963878,-13.459999999999994,1,0.392,58,Medium,Increase cooling,1,7,3,1
SHP_6889,Fish,meat,22.81,78.01,0,1,2,85,90,95,1.62,10.32,4210.51,30.49,23.26,21.81,35.3322,0.353322,-11.989999999999995,1,0.027,93,Low,Maintain cold chain,2,6,2,2
SHP_6890,Tomato,vegetable,24.29,52.6,10,12,14,85,90,92,2.46,13.31,1297.22,37.96,2.59,12.29,30.233399999999996,0.30233399999999994,-37.4,1,0.02,94,Low,Maintain cold chain,3,15,2,2
SHP_6891,Fish,meat,15.99,49.63,0,1,2,85,90,95,5.37,39.19,4945.8,19.92,29.63,14.99,80.4963,0.8049630000000001,-40.37,1,0.042,91,Low,Maintain cold chain,2,6,2,2
SHP_6892,Cabbage,vegetable,9.48,44.53,0,2,4,90,95,98,23.91,3.23,1060.12,47.67,29.84,7.48,178.8468,1.788468,-50.47,1,0.24,72,Low,Maintain cold chain,3,3,2,2
SHP_6893,Cabbage,vegetable,17.18,68.34,0,2,4,90,95,98,6.34,36.01,825.92,47.14,10.55,15.18,96.24119999999999,0.9624119999999999,-26.659999999999997,1,0.058,90,Low,Maintain cold chain,3,3,2,2
SHP_6894,Onion,vegetable,20.45,76.76,10,12,15,70,75,80,19.67,33.33,3858.52,8.08,19.46,8.45,166.2115,1.662115,1.7600000000000051,1,0.222,74,Low,Maintain cold chain,3,11,2,2
SHP_6895,Banana,fruit,12.74,87.82,13,14,16,80,85,90,11.72,2.64,4939.12,20.03,5.12,-1.2599999999999998,-14.767199999999999,0.147672,2.819999999999993,0,0.042,91,Low,Maintain cold chain,1,1,2,2
SHP_6896,Chicken,meat,2.74,42.5,0,1,2,85,90,95,11.84,12.67,2785.52,35.02,28.56,1.7400000000000002,20.6016,0.206016,-47.5,1,0.103,86,Low,Maintain cold chain,2,5,2,2
SHP_6897,Butter,dairy,12.92,48.65,2,4,6,75,80,85,15.58,20.35,2266.83,20.54,8.91,8.92,138.9736,1.389736,-31.35,1,0.165,80,Low,Maintain cold chain,0,2,2,2
SHP_6898,Onion,vegetable,26.05,88.58,10,12,15,70,75,80,16.59,26.83,564.13,33.69,9.43,14.05,233.08950000000002,2.330895,13.579999999999998,1,0.269,70,Low,Maintain cold chain,3,11,2,2
SHP_6899,Mango,fruit,25.22,62.31,12,14,16,80,85,90,3.37,13.98,4253.69,47.3,16.44,11.219999999999999,37.8114,0.378114,-22.689999999999998,1,0.021,94,Low,Maintain cold chain,1,8,2,2
SHP_6900,Orange,fruit,6.91,43.88,4,6,8,80,85,90,21.73,2.02,1232.6,10.1,5.13,0.9100000000000001,19.774300000000004,0.19774300000000003,-41.12,0,0.057,90,Low,Maintain cold chain,1,12,2,2
SHP_6901,Milk,dairy,28.88,91.06,2,3,4,80,85,90,1.03,30.52,2543.66,20.2,11.59,25.88,26.6564,0.266564,6.060000000000002,1,0.116,84,Low,Maintain cold chain,0,9,2,2
SHP_6902,Mango,fruit,15.01,59.76,12,14,16,80,85,90,3.63,15.63,366.39,1.11,8.22,1.0099999999999998,3.6662999999999992,0.036662999999999994,-25.240000000000002,0,0.03,93,Low,Maintain cold chain,1,8,2,2
SHP_6903,Orange,fruit,18.61,59.48,4,6,8,80,85,90,10.48,0.96,1348.81,4.82,28.46,12.61,132.1528,1.321528,-25.520000000000003,1,0.097,86,Low,Maintain cold chain,1,12,2,2
SHP_6904,Mango,fruit,13.56,40.81,12,14,16,80,85,90,11.26,22.67,1008.5,49.2,29.11,-0.4399999999999995,-4.954399999999994,0.04954399999999994,-44.19,0,0.02,94,Low,Maintain cold chain,1,8,2,2
SHP_6905,Potato,vegetable,13.94,78.9,10,12,15,85,90,92,1.72,17.04,4822.24,21.19,7.18,1.9399999999999995,3.336799999999999,0.03336799999999999,-11.099999999999994,0,0.039,92,Low,Maintain cold chain,3,14,2,2
SHP_6906,Banana,fruit,32.73,51.45,13,14,16,80,85,90,11.45,26.17,2096.27,44.34,16.75,18.729999999999997,214.45849999999996,2.1445849999999997,-33.55,1,0.191,77,Low,Maintain cold chain,1,1,2,2
SHP_6907,Orange,fruit,32.34,70.61,4,6,8,80,85,90,13.16,35.42,598.07,3.37,21.05,26.340000000000003,346.6344,3.4663440000000003,-14.39,1,0.455,52,Medium,Increase cooling,1,12,3,1
SHP_6908,Tomato,vegetable,26.91,63.85,10,12,14,85,90,92,15.98,9.38,4586.21,14.76,19.44,14.91,238.26180000000002,2.3826180000000003,-26.15,1,0.232,73,Low,Maintain cold chain,3,15,2,2
SHP_6909,Carrot,vegetable,17.08,41.21,0,2,4,90,95,98,20.38,1.35,1865.75,34.8,7.82,15.079999999999998,307.33039999999994,3.0733039999999994,-53.79,1,0.34,63,Medium,Increase cooling,3,4,3,1
SHP_6910,Apple,fruit,0.01,55.85,0,2,4,85,90,95,16.19,13.33,901.87,35.32,7.68,-1.99,-32.2181,0.322181,-34.15,0,0.02,94,Low,Maintain cold chain,1,0,2,2
SHP_6911,Fish,meat,13.95,72.95,0,1,2,85,90,95,4.39,35.92,713.29,10.73,25.96,12.95,56.85049999999999,0.5685049999999999,-17.049999999999997,1,0.064,89,Low,Maintain cold chain,2,6,2,2
SHP_6912,Tomato,vegetable,41.33,50.57,10,12,14,85,90,92,15.76,38.44,1337.79,42.02,12.71,29.33,462.2408,4.622408,-39.43,1,0.588,39,High,Prioritize delivery,3,15,1,3
SHP_6913,Cabbage,vegetable,30.83,62.41,0,2,4,90,95,98,3.04,2.82,3649.67,7.53,27.81,28.83,87.6432,0.8764319999999999,-32.59,1,0.101,86,Low,Maintain cold chain,3,3,2,2
SHP_6914,Apple,fruit,2.09,44.51,0,2,4,85,90,95,10.73,12.84,4324.74,8.61,14.05,0.08999999999999986,0.9656999999999986,0.009656999999999985,-45.49,0,0.026,93,Low,Maintain cold chain,1,0,2,2
SHP_6915,Butter,dairy,11.51,42.66,2,4,6,75,80,85,20.75,12.17,4576.3,29.83,21.49,7.51,155.83249999999998,1.5583249999999997,-37.34,1,0.176,79,Low,Maintain cold chain,0,2,2,2
SHP_6916,Mutton,meat,7.37,68.8,0,1,2,85,90,95,10.34,27.43,1018.42,46.95,23.88,6.37,65.86580000000001,0.6586580000000001,-21.200000000000003,1,0.103,86,Low,Maintain cold chain,2,10,2,2
SHP_6917,Apple,fruit,7.02,71.9,0,2,4,85,90,95,13.82,15.06,3403.89,49.69,1.37,5.02,69.37639999999999,0.6937639999999999,-18.099999999999994,1,0.137,82,Low,Maintain cold chain,1,0,2,2
SHP_6918,Apple,fruit,4.76,43.98,0,2,4,85,90,95,6.52,10.75,2963.49,41.7,8.82,2.76,17.995199999999997,0.17995199999999997,-46.02,1,0.02,94,Low,Maintain cold chain,1,0,2,2
SHP_6919,Fish,meat,4.28,74.78,0,1,2,85,90,95,2.31,30.07,4786.26,7.98,27.04,3.2800000000000002,7.5768,0.075768,-15.219999999999999,1,0.02,94,Low,Maintain cold chain,2,6,2,2
SHP_6920,Chicken,meat,12.34,52.97,0,1,2,85,90,95,5.48,17.22,3542.93,28.62,5.76,11.34,62.14320000000001,0.6214320000000001,-37.03,1,0.12,84,Low,Maintain cold chain,2,5,2,2
SHP_6921,Cabbage,vegetable,16.84,91.04,0,2,4,90,95,98,7.19,19.55,4973.26,21.4,14.39,14.84,106.6996,1.066996,-3.9599999999999937,1,0.168,79,Low,Maintain cold chain,3,3,2,2
SHP_6922,Butter,dairy,10.7,50.22,2,4,6,75,80,85,15.49,35.35,3495.87,25.58,27.95,6.699999999999999,103.78299999999999,1.0378299999999998,-29.78,1,0.144,82,Low,Maintain cold chain,0,2,2,2
SHP_6923,Cabbage,vegetable,25.6,67.53,0,2,4,90,95,98,8.68,6.78,4754.0,11.05,6.04,23.6,204.848,2.04848,-27.47,1,0.304,66,Medium,Increase cooling,3,3,3,1
SHP_6924,Apple,fruit,0.51,64.93,0,2,4,85,90,95,2.87,12.3,3687.62,9.8,6.9,-1.49,-4.2763,0.042763,-25.069999999999993,0,0.047,91,Low,Maintain cold chain,1,0,2,2
SHP_6925,Carrot,vegetable,9.22,60.41,0,2,4,90,95,98,19.64,4.47,4818.6,8.87,4.51,7.220000000000001,141.8008,1.4180080000000002,-34.59,1,0.133,83,Low,Maintain cold chain,3,4,2,2
SHP_6926,Carrot,vegetable,13.23,45.26,0,2,4,90,95,98,4.73,6.86,823.71,44.0,13.31,11.23,53.117900000000006,0.5311790000000001,-49.74,1,0.077,88,Low,Maintain cold chain,3,4,2,2
SHP_6927,Potato,vegetable,10.94,71.98,10,12,15,85,90,92,10.38,1.66,2308.7,29.52,28.71,-1.0600000000000005,-11.002800000000006,0.11002800000000006,-18.019999999999996,0,0.02,94,Low,Maintain cold chain,3,14,2,2
SHP_6928,Banana,fruit,19.31,82.08,13,14,16,80,85,90,22.59,8.93,2614.6,20.86,29.39,5.309999999999999,119.95289999999997,1.1995289999999996,-2.9200000000000017,1,0.14,82,Low,Maintain cold chain,1,1,2,2
SHP_6929,Onion,vegetable,20.67,72.02,10,12,15,70,75,80,11.55,7.06,2917.7,39.6,1.14,8.670000000000002,100.13850000000002,1.0013850000000002,-2.980000000000004,1,0.072,89,Low,Maintain cold chain,3,11,2,2
SHP_6930,Apple,fruit,13.91,42.35,0,2,4,85,90,95,5.2,38.42,1093.49,7.51,29.16,11.91,61.932,0.61932,-47.65,1,0.061,90,Low,Maintain cold chain,1,0,2,2
SHP_6931,Fish,meat,1.06,81.69,0,1,2,85,90,95,10.32,13.09,2804.45,0.34,12.26,0.06000000000000005,0.6192000000000005,0.006192000000000006,-8.310000000000002,0,0.02,94,Low,Maintain cold chain,2,6,2,2
SHP_6932,Onion,vegetable,38.33,68.29,10,12,15,70,75,80,15.03,20.07,3289.77,9.23,25.85,26.33,395.7399,3.9573989999999997,-6.709999999999994,1,0.562,42,Medium,Increase cooling,3,11,3,1
SHP_6933,Apple,fruit,13.27,66.52,0,2,4,85,90,95,4.03,14.09,4491.96,45.04,6.73,11.27,45.4181,0.454181,-23.480000000000004,1,0.035,92,Low,Maintain cold chain,1,0,2,2
SHP_6934,Onion,vegetable,20.01,45.66,10,12,15,70,75,80,9.63,7.58,836.7,3.87,0.75,8.010000000000002,77.13630000000002,0.7713630000000002,-29.340000000000003,1,0.157,80,Low,Maintain cold chain,3,11,2,2
SHP_6935,Carrot,vegetable,11.05,91.85,0,2,4,90,95,98,1.97,3.81,3108.53,46.05,18.83,9.05,17.828500000000002,0.17828500000000003,-3.1500000000000057,1,0.042,91,Low,Maintain cold chain,3,4,2,2
SHP_6936,Onion,vegetable,30.49,72.8,10,12,15,70,75,80,17.06,12.55,1469.66,25.28,7.14,18.49,315.4394,3.154394,-2.200000000000003,1,0.38,59,Medium,Increase cooling,3,11,3,1
SHP_6937,Cabbage,vegetable,3.62,75.47,0,2,4,90,95,98,12.53,16.03,3696.01,4.92,22.49,1.62,20.2986,0.202986,-19.53,0,0.058,90,Low,Maintain cold chain,3,3,2,2
SHP_6938,Fish,meat,13.43,74.65,0,1,2,85,90,95,19.16,19.76,2583.55,16.09,0.23,12.43,238.15879999999999,2.381588,-15.349999999999994,1,0.306,66,Medium,Increase cooling,2,6,3,1
SHP_6939,Apple,fruit,25.34,62.05,0,2,4,85,90,95,23.33,16.91,3176.37,15.0,8.08,23.34,544.5222,5.445222,-27.950000000000003,1,0.65,33,High,Prioritize delivery,1,0,1,3
SHP_6940,Cabbage,vegetable,7.99,72.58,0,2,4,90,95,98,20.33,30.77,545.29,28.17,12.53,5.99,121.77669999999999,1.2177669999999998,-22.42,1,0.202,76,Low,Maintain cold chain,3,3,2,2
SHP_6941,Grapes,fruit,22.42,92.68,0,1,2,90,92,95,9.1,18.27,3681.34,48.35,4.53,21.42,194.922,1.94922,0.6800000000000068,1,0.252,71,Low,Maintain cold chain,1,7,2,2
