shipment_id,product_name,category,temperature_C,humidity_percent,safe_temp_low_C,safe_temp_mid_C,safe_temp_high_C,humidity_low_percent,humidity_mid_percent,humidity_high_percent,exposure_hours,ethylene_ppm,co2_ppm,nh3_ppm,h2s_ppm,temp_deviation,temp_deviation_degree_hr,cumulative_damage_index,humidity_deviation,temp_danger_flag,spoilage_probability,remaining_shelf_life_hours,risk_category,recommended_action
SHP_9178,Orange,fruit,10.68,44.01,4,6,8,80,85,90,14.29,34.9,2484.31,11.18,3.89,4.68,66.97,0.084,-40.99,1,0.137,82,Low,Maintain cold chain
SHP_9179,Cabbage,vegetable,6.56,83.83,0,2,4,90,95,98,23.87,15.38,3559.49,26.93,11.84,4.56,108.91,0.136,-11.17,1,0.104,86,Low,Maintain cold chain
SHP_9180,Fish,meat,4.5,58.34,0,1,2,85,90,95,6.13,1.13,959.3,37.8,10.07,3.5,21.44,0.027,-31.66,1,0.046,91,Low,Maintain cold chain
SHP_9181,Grapes,fruit,26.65,70.95,0,1,2,90,92,95,1.9,26.08,552.37,46.56,0.63,25.65,48.85,0.061,-21.05,1,0.082,88,Low,Maintain cold chain
SHP_9182,Potato,vegetable,30.12,52.44,10,12,15,85,90,92,2.91,33.87,4023.26,12.05,26.4,18.12,52.81,0.066,-37.56,1,0.078,88,Low,Maintain cold chain
SHP_9183,Onion,vegetable,21.65,58.81,10,12,15,70,75,80,17.47,18.53,618.36,28.99,16.78,9.65,168.57,0.211,-16.19,1,0.194,77,Low,Maintain cold chain
SHP_9184,Carrot,vegetable,9.97,74.19,0,2,4,90,95,98,13.53,13.4,2804.48,2.77,9.68,7.97,107.81,0.135,-20.81,1,0.2,76,Low,Maintain cold chain
SHP_9185,Tomato,vegetable,18.11,78.63,10,12,14,85,90,92,1.06,3.96,4046.78,45.01,8.43,6.11,6.49,0.008,-11.37,1,0.02,94,Low,Maintain cold chain
SHP_9186,Apple,fruit,30.48,49.92,0,2,4,85,90,95,2.47,15.46,423.61,27.0,25.34,28.48,70.44,0.088,-40.08,1,0.16,80,Low,Maintain cold chain
SHP_9187,Apple,fruit,6.43,41.63,0,2,4,85,90,95,13.66,32.36,1555.52,18.22,2.61,4.43,60.56,0.076,-48.37,1,0.081,88,Low,Maintain cold chain
SHP_9188,Mutton,meat,-0.61,73.8,0,1,2,85,90,95,6.83,18.11,2124.53,34.75,25.86,0.0,0.0,0.0,-16.2,0,0.02,94,Low,Maintain cold chain
SHP_9189,Chicken,meat,7.06,40.24,0,1,2,85,90,95,16.68,3.98,2318.07,42.59,7.11,6.06,101.11,0.126,-49.76,1,0.149,81,Low,Maintain cold chain
SHP_9190,Mutton,meat,30.18,46.05,0,1,2,85,90,95,15.1,13.04,993.89,31.61,28.91,29.18,440.7,0.551,-43.95,1,0.544,43,Medium,Increase cooling
SHP_9191,Potato,vegetable,26.92,59.45,10,12,15,85,90,92,15.47,28.47,973.27,29.0,14.08,14.92,230.89,0.289,-30.55,1,0.227,74,Low,Maintain cold chain
SHP_9192,Banana,fruit,25.24,80.68,13,14,16,80,85,90,4.61,34.18,1248.04,13.23,19.82,11.24,51.83,0.065,-4.32,1,0.069,89,Low,Maintain cold chain
SHP_9193,Paneer,dairy,4.09,55.58,2,3,4,80,85,90,8.64,14.4,3777.59,14.27,19.99,1.09,9.42,0.012,-29.42,1,0.02,94,Low,Maintain cold chain
SHP_9194,Apple,fruit,0.79,62.62,0,2,4,85,90,95,23.01,0.77,2209.99,14.42,3.04,0.0,0.0,0.0,-27.38,0,0.02,94,Low,Maintain cold chain
SHP_9195,Mango,fruit,22.08,42.5,12,14,16,80,85,90,12.81,37.97,3824.15,46.99,3.44,8.08,103.49,0.129,-42.5,1,0.225,74,Low,Maintain cold chain
SHP_9196,Cabbage,vegetable,8.28,44.58,0,2,4,90,95,98,17.33,25.85,598.74,18.25,2.71,6.28,108.87,0.136,-50.42,1,0.134,83,Low,Maintain cold chain
SHP_9197,Chicken,meat,5.45,65.95,0,1,2,85,90,95,21.17,13.5,3008.37,29.23,9.99,4.45,94.19,0.118,-24.05,1,0.095,86,Low,Maintain cold chain
SHP_9198,Mango,fruit,36.84,64.26,12,14,16,80,85,90,1.3,5.6,4328.07,16.56,21.72,22.84,29.6,0.037,-20.74,1,0.104,86,Low,Maintain cold chain
SHP_9199,Apple,fruit,9.54,88.81,0,2,4,85,90,95,23.91,18.09,1506.03,30.29,5.52,7.54,180.15,0.225,-1.19,1,0.193,77,Low,Maintain cold chain
SHP_9200,Orange,fruit,7.95,79.12,4,6,8,80,85,90,6.53,22.3,782.82,34.38,14.61,1.95,12.76,0.016,-5.88,0,0.02,94,Low,Maintain cold chain
SHP_9201,Orange,fruit,12.04,86.58,4,6,8,80,85,90,18.15,30.89,2815.4,17.76,13.39,6.04,109.59,0.137,1.58,1,0.206,76,Low,Maintain cold chain
SHP_9202,Apple,fruit,7.4,48.34,0,2,4,85,90,95,17.22,38.85,2441.81,49.86,5.61,5.4,93.06,0.116,-41.66,1,0.184,78,Low,Maintain cold chain
SHP_9203,Cabbage,vegetable,15.91,94.71,0,2,4,90,95,98,16.7,25.61,2426.14,25.76,25.37,13.91,232.35,0.29,-0.29,1,0.342,63,Medium,Increase cooling
SHP_9204,Potato,vegetable,29.45,64.97,10,12,15,85,90,92,23.9,39.82,1961.35,30.98,19.71,17.45,417.15,0.521,-25.03,1,0.519,46,Medium,Increase cooling
SHP_9205,Potato,vegetable,32.31,84.36,10,12,15,85,90,92,14.21,16.52,2651.52,32.14,12.31,20.31,288.62,0.361,-5.64,1,0.27,70,Low,Maintain cold chain
SHP_9206,Orange,fruit,5.63,70.05,4,6,8,80,85,90,20.54,4.34,4270.29,20.59,2.48,0.0,0.0,0.0,-14.95,0,0.02,94,Low,Maintain cold chain
SHP_9207,Grapes,fruit,28.85,41.08,0,1,2,90,92,95,21.04,23.97,3602.52,9.56,3.94,27.85,585.9,0.732,-50.92,1,0.636,34,High,Prioritize delivery
SHP_9208,Onion,vegetable,31.71,94.63,10,12,15,70,75,80,3.85,13.42,3348.54,22.88,8.14,19.71,75.9,0.095,19.63,1,0.055,90,Low,Maintain cold chain
SHP_9209,Butter,dairy,21.86,83.11,2,4,6,75,80,85,20.23,35.53,1268.01,3.17,3.56,17.86,361.26,0.452,3.11,1,0.506,47,Medium,Increase cooling
SHP_9210,Carrot,vegetable,7.66,56.46,0,2,4,90,95,98,1.21,8.16,614.66,32.9,17.18,5.66,6.86,0.009,-38.54,1,0.02,94,Low,Maintain cold chain
SHP_9211,Apple,fruit,17.44,56.63,0,2,4,85,90,95,6.85,5.43,1992.76,38.94,7.25,15.44,105.71,0.132,-33.37,1,0.093,87,Low,Maintain cold chain
SHP_9212,Cabbage,vegetable,1.28,48.12,0,2,4,90,95,98,2.48,30.66,3044.49,37.48,25.81,0.0,0.0,0.0,-46.88,0,0.02,94,Low,Maintain cold chain
SHP_9213,Butter,dairy,25.78,90.25,2,4,6,75,80,85,3.29,35.94,2871.51,34.23,12.33,21.78,71.66,0.09,10.25,1,0.121,84,Low,Maintain cold chain
SHP_9214,Cabbage,vegetable,3.28,70.19,0,2,4,90,95,98,14.35,26.07,4796.15,10.08,11.78,1.28,18.3,0.023,-24.81,0,0.02,94,Low,Maintain cold chain
SHP_9215,Apple,fruit,17.25,46.77,0,2,4,85,90,95,16.77,39.77,3487.25,45.54,25.14,15.25,255.81,0.32,-43.23,1,0.261,70,Low,Maintain cold chain
SHP_9216,Carrot,vegetable,16.99,41.81,0,2,4,90,95,98,19.14,34.85,3497.35,5.35,10.79,14.99,287.02,0.359,-53.19,1,0.293,67,Low,Maintain cold chain
SHP_9217,Apple,fruit,0.35,80.7,0,2,4,85,90,95,3.3,16.73,1401.54,25.88,1.26,0.0,0.0,0.0,-9.3,0,0.02,94,Low,Maintain cold chain
SHP_9218,Mutton,meat,5.03,49.64,0,1,2,85,90,95,10.37,23.38,2663.83,32.96,8.37,4.03,41.77,0.052,-40.36,1,0.043,91,Low,Maintain cold chain
SHP_9219,Chicken,meat,4.48,44.48,0,1,2,85,90,95,20.09,7.74,2569.3,11.8,13.02,3.48,69.99,0.087,-45.52,1,0.119,84,Low,Maintain cold chain
SHP_9220,Apple,fruit,10.26,74.52,0,2,4,85,90,95,14.49,11.49,489.81,5.33,27.37,8.26,119.71,0.15,-15.48,1,0.115,84,Low,Maintain cold chain
SHP_9221,Grapes,fruit,1.85,92.71,0,1,2,90,92,95,3.74,17.62,4431.46,40.83,26.25,0.85,3.16,0.004,0.71,0,0.02,94,Low,Maintain cold chain
SHP_9222,Milk,dairy,19.59,75.89,2,3,4,80,85,90,19.82,20.18,4041.09,48.4,24.87,16.59,328.71,0.411,-9.11,1,0.487,49,Medium,Increase cooling
SHP_9223,Chicken,meat,7.48,66.61,0,1,2,85,90,95,3.27,27.62,2253.15,18.01,26.86,6.48,21.2,0.026,-23.39,1,0.138,82,Low,Maintain cold chain
SHP_9224,Grapes,fruit,7.62,77.52,0,1,2,90,92,95,8.59,17.35,4158.78,19.9,1.2,6.62,56.86,0.071,-14.48,1,0.05,91,Low,Maintain cold chain
SHP_9225,Milk,dairy,7.41,61.9,2,3,4,80,85,90,9.57,6.19,1917.38,46.72,25.76,4.41,42.22,0.053,-23.1,1,0.104,85,Low,Maintain cold chain
SHP_9226,Tomato,vegetable,12.23,79.04,10,12,14,85,90,92,4.06,19.03,3696.07,32.2,6.98,0.23,0.93,0.001,-10.96,0,0.024,93,Low,Maintain cold chain
SHP_9227,Milk,dairy,9.34,71.47,2,3,4,80,85,90,12.57,31.37,741.74,30.77,8.76,6.34,79.7,0.1,-13.53,1,0.068,89,Low,Maintain cold chain
SHP_9228,Fish,meat,15.75,92.22,0,1,2,85,90,95,15.9,4.12,4330.28,6.23,5.85,14.75,234.53,0.293,2.22,1,0.296,67,Low,Maintain cold chain
SHP_9229,Onion,vegetable,23.26,80.03,10,12,15,70,75,80,9.05,11.7,3101.6,28.6,12.07,11.26,101.9,0.127,5.03,1,0.121,84,Low,Maintain cold chain
SHP_9230,Mango,fruit,26.86,46.5,12,14,16,80,85,90,22.96,35.21,2738.07,30.7,7.72,12.86,295.12,0.369,-38.5,1,0.355,61,Medium,Increase cooling
SHP_9231,Mutton,meat,4.89,66.99,0,1,2,85,90,95,23.89,10.69,2288.75,22.01,8.13,3.89,92.9,0.116,-23.01,1,0.133,83,Low,Maintain cold chain
SHP_9232,Milk,dairy,7.17,93.51,2,3,4,80,85,90,18.16,1.83,309.05,25.96,24.8,4.17,75.68,0.095,8.51,1,0.154,81,Low,Maintain cold chain
SHP_9233,Paneer,dairy,3.44,74.04,2,3,4,80,85,90,2.07,5.57,4899.27,26.49,3.08,0.44,0.92,0.001,-10.96,0,0.02,94,Low,Maintain cold chain
SHP_9234,Banana,fruit,25.73,43.96,13,14,16,80,85,90,3.66,12.94,1771.58,25.72,14.95,11.73,42.97,0.054,-41.04,1,0.137,82,Low,Maintain cold chain
SHP_9235,Tomato,vegetable,24.2,68.43,10,12,14,85,90,92,19.79,1.92,2529.05,49.6,22.93,12.2,241.56,0.302,-21.57,1,0.27,70,Low,Maintain cold chain
SHP_9236,Chicken,meat,21.31,77.27,0,1,2,85,90,95,20.2,30.94,1285.06,42.93,11.41,20.31,410.35,0.513,-12.73,1,0.461,51,Medium,Increase cooling
SHP_9237,Fish,meat,7.03,54.28,0,1,2,85,90,95,17.19,26.11,1298.9,1.09,24.44,6.03,103.64,0.13,-35.72,1,0.101,86,Low,Maintain cold chain
SHP_9238,Butter,dairy,6.28,88.43,2,4,6,75,80,85,1.93,18.82,2217.2,22.01,25.4,2.28,4.4,0.005,8.43,1,0.02,94,Low,Maintain cold chain
SHP_9239,Fish,meat,0.67,56.63,0,1,2,85,90,95,7.36,5.22,3471.74,4.21,1.84,0.0,0.0,0.0,-33.37,0,0.045,91,Low,Maintain cold chain
SHP_9240,Onion,vegetable,27.13,78.19,10,12,15,70,75,80,1.46,30.17,2235.87,22.78,26.11,15.13,22.05,0.028,3.19,1,0.061,90,Low,Maintain cold chain
SHP_9241,Apple,fruit,19.38,84.13,0,2,4,85,90,95,17.25,17.9,2480.65,16.28,18.21,17.38,299.9,0.375,-5.87,1,0.426,55,Medium,Increase cooling
SHP_9242,Grapes,fruit,27.14,48.84,0,1,2,90,92,95,20.25,31.28,2862.85,21.48,15.87,26.14,529.12,0.661,-43.16,1,0.596,38,High,Prioritize delivery
SHP_9243,Banana,fruit,26.42,91.43,13,14,16,80,85,90,19.38,12.48,475.54,33.1,18.12,12.42,240.65,0.301,6.43,1,0.423,55,Medium,Increase cooling
SHP_9244,Orange,fruit,13.64,46.46,4,6,8,80,85,90,5.1,18.23,4057.04,42.87,25.02,7.64,38.93,0.049,-38.54,1,0.02,94,Low,Maintain cold chain
SHP_9245,Paneer,dairy,14.93,74.87,2,3,4,80,85,90,23.02,22.06,2937.81,44.26,6.28,11.93,274.52,0.343,-10.13,1,0.347,62,Medium,Increase cooling
SHP_9246,Carrot,vegetable,13.95,73.55,0,2,4,90,95,98,16.2,4.69,1342.98,45.58,10.73,11.95,193.54,0.242,-21.45,1,0.28,69,Low,Maintain cold chain
SHP_9247,Tomato,vegetable,20.02,50.99,10,12,14,85,90,92,2.04,38.78,1755.82,30.69,21.8,8.02,16.37,0.02,-39.01,1,0.059,90,Low,Maintain cold chain
SHP_9248,Chicken,meat,26.7,60.77,0,1,2,85,90,95,11.19,26.51,410.15,10.17,8.59,25.7,287.52,0.359,-29.23,1,0.419,55,Medium,Increase cooling
SHP_9249,Mutton,meat,0.46,71.73,0,1,2,85,90,95,14.79,14.66,4177.56,23.69,15.07,0.0,0.0,0.0,-18.27,0,0.02,94,Low,Maintain cold chain
SHP_9250,Grapes,fruit,23.41,57.08,0,1,2,90,92,95,16.65,27.58,2789.62,5.11,0.54,22.41,373.24,0.467,-34.92,1,0.421,55,Medium,Increase cooling
SHP_9251,Onion,vegetable,22.52,81.86,10,12,15,70,75,80,1.42,15.38,4082.92,25.1,0.98,10.52,14.96,0.019,6.86,1,0.057,90,Low,Maintain cold chain
SHP_9252,Milk,dairy,9.38,91.49,2,3,4,80,85,90,11.76,25.23,2969.88,14.61,20.06,6.38,75.07,0.094,6.49,1,0.175,79,Low,Maintain cold chain
SHP_9253,Fish,meat,14.56,71.67,0,1,2,85,90,95,21.1,19.89,1329.44,27.24,3.85,13.56,286.08,0.358,-18.33,1,0.41,56,Medium,Increase cooling
SHP_9254,Grapes,fruit,18.09,82.78,0,1,2,90,92,95,3.02,37.13,2089.63,19.99,12.41,17.09,51.59,0.064,-9.22,1,0.121,84,Low,Maintain cold chain
SHP_9255,Apple,fruit,14.19,68.21,0,2,4,85,90,95,13.64,31.12,1323.21,21.7,15.15,12.19,166.22,0.208,-21.79,1,0.275,69,Low,Maintain cold chain
SHP_9256,Fish,meat,-0.32,78.61,0,1,2,85,90,95,21.97,8.09,339.8,15.79,12.87,0.0,0.0,0.0,-11.39,0,0.02,94,Low,Maintain cold chain
SHP_9257,Grapes,fruit,7.27,62.43,0,1,2,90,92,95,21.2,36.62,4259.93,9.64,4.67,6.27,132.9,0.166,-29.57,1,0.135,83,Low,Maintain cold chain
SHP_9258,Tomato,vegetable,16.98,59.78,10,12,14,85,90,92,3.67,21.28,3029.63,33.04,16.5,4.98,18.28,0.023,-30.22,1,0.02,94,Low,Maintain cold chain
SHP_9259,Potato,vegetable,42.38,75.29,10,12,15,85,90,92,9.72,36.98,3594.34,21.81,6.29,30.38,295.12,0.369,-14.71,1,0.38,59,Medium,Increase cooling
SHP_9260,Mango,fruit,18.04,44.97,12,14,16,80,85,90,1.18,29.68,2114.46,16.23,1.57,4.04,4.76,0.006,-40.03,1,0.02,94,Low,Maintain cold chain
SHP_9261,Cabbage,vegetable,2.69,73.71,0,2,4,90,95,98,11.55,35.11,2663.36,0.39,1.96,0.69,8.0,0.01,-21.29,0,0.02,94,Low,Maintain cold chain
SHP_9262,Orange,fruit,11.08,47.66,4,6,8,80,85,90,16.45,6.43,3433.9,11.98,29.07,5.08,83.62,0.105,-37.34,1,0.086,87,Low,Maintain cold chain
SHP_9263,Apple,fruit,31.95,80.95,0,2,4,85,90,95,16.8,13.73,566.87,16.82,11.3,29.95,503.06,0.629,-9.05,1,0.641,34,High,Prioritize delivery
SHP_9264,Cabbage,vegetable,0.64,46.64,0,2,4,90,95,98,9.98,27.12,2877.02,45.07,23.92,0.0,0.0,0.0,-48.36,0,0.02,94,Low,Maintain cold chain
SHP_9265,Grapes,fruit,19.27,73.56,0,1,2,90,92,95,18.2,26.13,4351.66,32.05,4.22,18.27,332.47,0.416,-18.44,1,0.452,52,Medium,Increase cooling
SHP_9266,Orange,fruit,16.33,75.07,4,6,8,80,85,90,11.73,20.45,2482.41,17.54,20.35,10.33,121.13,0.151,-9.93,1,0.204,76,Low,Maintain cold chain
SHP_9267,Butter,dairy,10.4,60.61,2,4,6,75,80,85,22.51,30.51,2082.92,29.22,11.77,6.4,144.0,0.18,-19.39,1,0.157,80,Low,Maintain cold chain
SHP_9268,Potato,vegetable,31.75,48.87,10,12,15,85,90,92,12.98,18.74,1830.26,16.82,17.93,19.75,256.4,0.32,-41.13,1,0.374,60,Medium,Increase cooling
SHP_9269,Paneer,dairy,7.87,40.04,2,3,4,80,85,90,21.3,30.86,968.89,33.74,10.33,4.87,103.74,0.13,-44.96,1,0.157,80,Low,Maintain cold chain
SHP_9270,Paneer,dairy,27.67,87.03,2,3,4,80,85,90,17.88,1.53,4630.43,10.08,23.83,24.67,441.08,0.551,2.03,1,0.573,40,Medium,Increase cooling
SHP_9271,Grapes,fruit,8.6,57.99,0,1,2,90,92,95,13.56,25.34,3396.48,34.94,10.53,7.6,103.13,0.129,-34.01,1,0.102,86,Low,Maintain cold chain
SHP_9272,Onion,vegetable,39.99,63.57,10,12,15,70,75,80,23.29,6.73,4279.01,43.36,6.11,27.99,651.91,0.815,-11.43,1,0.893,10,Critical,Immediate cooling and delivery
SHP_9273,Butter,dairy,4.08,65.57,2,4,6,75,80,85,17.02,21.96,404.68,37.94,25.86,0.08,1.41,0.002,-14.43,0,0.111,85,Low,Maintain cold chain
SHP_9274,Apple,fruit,21.13,89.31,0,2,4,85,90,95,15.84,10.99,1275.2,24.46,15.22,19.13,302.99,0.379,-0.69,1,0.386,58,Medium,Increase cooling
SHP_9275,Onion,vegetable,26.87,84.09,10,12,15,70,75,80,12.42,37.38,4042.52,45.45,14.98,14.87,184.62,0.231,9.09,1,0.289,68,Low,Maintain cold chain
SHP_9276,Carrot,vegetable,10.35,42.85,0,2,4,90,95,98,18.98,13.41,1080.88,42.52,29.55,8.35,158.5,0.198,-52.15,1,0.234,73,Low,Maintain cold chain
SHP_9277,Fish,meat,8.15,44.92,0,1,2,85,90,95,16.73,19.97,1887.04,39.11,19.63,7.15,119.63,0.15,-45.08,1,0.077,88,Low,Maintain cold chain
SHP_9278,Carrot,vegetable,0.34,69.97,0,2,4,90,95,98,7.37,19.01,4660.02,1.51,3.1,0.0,0.0,0.0,-25.03,0,0.02,94,Low,Maintain cold chain
SHP_9279,Fish,meat,5.55,88.78,0,1,2,85,90,95,10.27,21.78,4173.46,14.18,3.34,4.55,46.67,0.058,-1.22,1,0.054,90,Low,Maintain cold chain
SHP_9280,Chicken,meat,10.21,75.49,0,1,2,85,90,95,4.12,7.74,3296.78,9.85,17.11,9.21,37.92,0.047,-14.51,1,0.041,92,Low,Maintain cold chain
SHP_9281,Carrot,vegetable,10.92,84.61,0,2,4,90,95,98,16.05,32.21,2843.9,1.91,8.41,8.92,143.14,0.179,-10.39,1,0.232,73,Low,Maintain cold chain
SHP_9282,Fish,meat,-0.45,68.79,0,1,2,85,90,95,20.1,27.8,3573.57,19.84,4.59,0.0,0.0,0.0,-21.21,0,0.02,94,Low,Maintain cold chain
SHP_9283,Butter,dairy,13.19,80.67,2,4,6,75,80,85,1.71,8.81,3136.23,43.29,17.79,9.19,15.74,0.02,0.67,1,0.029,93,Low,Maintain cold chain
SHP_9284,Onion,vegetable,20.9,75.5,10,12,15,70,75,80,8.84,12.44,4866.38,23.89,28.6,8.9,78.64,0.098,0.5,1,0.141,82,Low,Maintain cold chain
SHP_9285,Milk,dairy,1.73,40.63,2,3,4,80,85,90,22.96,7.85,762.33,36.7,7.94,0.0,0.0,0.0,-44.37,0,0.02,94,Low,Maintain cold chain
SHP_9286,Fish,meat,26.59,76.78,0,1,2,85,90,95,19.68,5.96,537.18,1.49,3.11,25.59,503.77,0.63,-13.22,1,0.675,31,High,Prioritize delivery
SHP_9287,Paneer,dairy,13.41,93.21,2,3,4,80,85,90,12.64,14.13,2428.74,40.72,27.56,10.41,131.66,0.165,8.21,1,0.19,77,Low,Maintain cold chain
SHP_9288,Fish,meat,7.89,85.45,0,1,2,85,90,95,12.67,23.93,1224.94,2.79,27.58,6.89,87.24,0.109,-4.55,1,0.031,93,Low,Maintain cold chain
SHP_9289,Mutton,meat,0.94,67.95,0,1,2,85,90,95,8.59,24.37,2421.62,22.22,27.45,0.0,0.0,0.0,-22.05,0,0.02,94,Low,Maintain cold chain
SHP_9290,Butter,dairy,19.35,51.69,2,4,6,75,80,85,11.97,22.84,3900.95,36.38,21.26,15.35,183.72,0.23,-28.31,1,0.279,69,Low,Maintain cold chain
SHP_9291,Potato,vegetable,15.28,82.16,10,12,15,85,90,92,23.79,9.71,4402.33,16.78,27.33,3.28,78.07,0.098,-7.84,1,0.034,92,Low,Maintain cold chain
SHP_9292,Mutton,meat,7.3,44.07,0,1,2,85,90,95,20.34,39.08,2454.57,3.35,8.79,6.3,128.1,0.16,-45.93,1,0.16,80,Low,Maintain cold chain
SHP_9293,Mango,fruit,14.15,72.56,12,14,16,80,85,90,23.91,6.08,2720.89,24.17,25.1,0.15,3.61,0.005,-12.44,0,0.083,88,Low,Maintain cold chain
SHP_9294,Fish,meat,21.54,64.72,0,1,2,85,90,95,11.71,33.45,3475.43,23.25,19.13,20.54,240.5,0.301,-25.28,1,0.379,59,Medium,Increase cooling
SHP_9295,Grapes,fruit,5.29,47.93,0,1,2,90,92,95,21.24,12.79,2385.34,21.96,22.13,4.29,91.11,0.114,-44.07,1,0.048,91,Low,Maintain cold chain
SHP_9296,Milk,dairy,4.75,61.39,2,3,4,80,85,90,16.12,7.16,3093.85,40.68,25.74,1.75,28.14,0.035,-23.61,1,0.104,85,Low,Maintain cold chain
SHP_9297,Mutton,meat,6.83,44.5,0,1,2,85,90,95,12.68,13.94,4846.51,9.64,13.62,5.83,73.87,0.092,-45.5,1,0.034,92,Low,Maintain cold chain
SHP_9298,Butter,dairy,9.34,51.3,2,4,6,75,80,85,14.43,35.09,1119.88,31.18,28.27,5.34,77.0,0.096,-28.7,1,0.046,91,Low,Maintain cold chain
SHP_9299,Potato,vegetable,29.57,73.02,10,12,15,85,90,92,5.54,10.84,1465.12,37.37,29.42,17.57,97.35,0.122,-16.98,1,0.093,87,Low,Maintain cold chain
SHP_9300,Carrot,vegetable,6.31,83.42,0,2,4,90,95,98,1.31,22.66,1696.96,32.51,12.52,4.31,5.66,0.007,-11.58,1,0.02,94,Low,Maintain cold chain
SHP_9301,Chicken,meat,9.97,69.2,0,1,2,85,90,95,14.38,0.96,3783.07,26.11,28.4,8.97,129.0,0.161,-20.8,1,0.126,83,Low,Maintain cold chain
SHP_9302,Orange,fruit,14.93,80.28,4,6,8,80,85,90,22.94,13.94,1982.7,21.54,0.63,8.93,204.75,0.256,-4.72,1,0.209,75,Low,Maintain cold chain
SHP_9303,Mango,fruit,21.39,88.5,12,14,16,80,85,90,17.75,1.58,3947.22,3.61,24.23,7.39,131.08,0.164,3.5,1,0.091,87,Low,Maintain cold chain
SHP_9304,Banana,fruit,20.45,56.85,13,14,16,80,85,90,18.59,25.43,2534.25,38.64,1.36,6.45,119.97,0.15,-28.15,1,0.157,80,Low,Maintain cold chain
SHP_9305,Butter,dairy,9.38,70.76,2,4,6,75,80,85,8.25,23.53,1096.86,3.73,0.63,5.38,44.34,0.055,-9.24,1,0.177,79,Low,Maintain cold chain
SHP_9306,Fish,meat,11.72,58.17,0,1,2,85,90,95,6.47,15.76,4263.61,31.08,19.38,10.72,69.36,0.087,-31.83,1,0.02,94,Low,Maintain cold chain
SHP_9307,Grapes,fruit,22.73,82.73,0,1,2,90,92,95,7.55,6.08,2189.4,2.36,3.46,21.73,164.02,0.205,-9.27,1,0.312,66,Medium,Increase cooling
SHP_9308,Orange,fruit,4.41,64.28,4,6,8,80,85,90,7.04,1.06,3623.88,10.37,21.68,0.0,0.0,0.0,-20.72,0,0.02,94,Low,Maintain cold chain
SHP_9309,Potato,vegetable,17.03,57.18,10,12,15,85,90,92,4.21,24.85,4394.41,37.71,13.49,5.03,21.18,0.026,-32.82,1,0.083,88,Low,Maintain cold chain
SHP_9310,Onion,vegetable,40.78,69.56,10,12,15,70,75,80,7.16,39.03,793.21,17.04,5.77,28.78,206.06,0.258,-5.44,1,0.286,68,Low,Maintain cold chain
SHP_9311,Banana,fruit,27.68,76.52,13,14,16,80,85,90,7.72,8.15,2281.3,30.11,19.77,13.68,105.54,0.132,-8.48,1,0.165,80,Low,Maintain cold chain
SHP_9312,Mango,fruit,22.92,90.66,12,14,16,80,85,90,14.46,17.84,3566.3,7.98,7.65,8.92,129.03,0.161,5.66,1,0.104,86,Low,Maintain cold chain
SHP_9313,Milk,dairy,33.42,88.23,2,3,4,80,85,90,9.47,8.5,2993.15,10.18,16.5,30.42,288.03,0.36,3.23,1,0.303,66,Medium,Increase cooling
SHP_9314,Mango,fruit,19.46,59.93,12,14,16,80,85,90,22.0,16.17,4648.72,37.77,11.5,5.46,120.21,0.15,-25.07,1,0.084,87,Low,Maintain cold chain
SHP_9315,Mango,fruit,13.15,76.25,12,14,16,80,85,90,1.94,32.31,4345.59,28.21,15.5,0.0,0.0,0.0,-8.75,0,0.036,92,Low,Maintain cold chain
SHP_9316,Mutton,meat,6.88,49.67,0,1,2,85,90,95,6.78,12.43,466.68,35.89,0.73,5.88,39.88,0.05,-40.33,1,0.125,84,Low,Maintain cold chain
SHP_9317,Chicken,meat,9.62,69.93,0,1,2,85,90,95,23.41,37.6,609.89,28.94,9.87,8.62,201.72,0.252,-20.07,1,0.338,63,Medium,Increase cooling
SHP_9318,Paneer,dairy,29.04,92.41,2,3,4,80,85,90,13.96,30.33,4364.97,40.17,9.8,26.04,363.61,0.455,7.41,1,0.469,51,Medium,Increase cooling
SHP_9319,Butter,dairy,11.25,57.24,2,4,6,75,80,85,3.56,34.68,1500.69,28.61,20.79,7.25,25.79,0.032,-22.76,1,0.081,88,Low,Maintain cold chain
SHP_9320,Grapes,fruit,5.7,83.06,0,1,2,90,92,95,13.67,24.09,1904.13,39.27,24.78,4.7,64.31,0.08,-8.94,1,0.085,87,Low,Maintain cold chain
SHP_9321,Banana,fruit,19.33,77.52,13,14,16,80,85,90,23.0,25.68,1910.43,48.46,10.39,5.33,122.55,0.153,-7.48,1,0.135,82,Low,Maintain cold chain
SHP_9322,Mutton,meat,1.48,60.91,0,1,2,85,90,95,16.57,17.68,3066.53,47.19,4.41,0.48,7.97,0.01,-29.09,0,0.044,91,Low,Maintain cold chain
SHP_9323,Chicken,meat,29.93,60.86,0,1,2,85,90,95,8.47,13.5,3239.98,44.93,10.46,28.93,245.11,0.306,-29.14,1,0.278,69,Low,Maintain cold chain
SHP_9324,Butter,dairy,11.05,41.06,2,4,6,75,80,85,3.38,22.24,4707.77,46.93,10.26,7.05,23.8,0.03,-38.94,1,0.103,86,Low,Maintain cold chain
SHP_9325,Tomato,vegetable,17.83,83.58,10,12,14,85,90,92,20.99,33.76,2264.45,17.45,24.62,5.83,122.3,0.153,-6.42,1,0.222,74,Low,Maintain cold chain
